area,rooms,bathrooms,wilaya,municipality,property_type,floor,is_furnished,has_elevator,rent_type,amenities,price
133,2,1,M'Sila,Magra,Apartment,6,1,1,monthly,"Parking,Wifi,Heating,Elevator,Air Conditioning,Garden",67000
162,3,3,Constantine,Constantine City,Apartment,3,1,1,monthly,"Pool,Parking,Wifi,Air Conditioning,Elevator",132500
122,4,3,M'Sila,M'Sila City,Apartment,4,1,0,monthly,Security 24/7,65000
110,2,1,M'Sila,Magra,Apartment,5,0,0,monthly,"Air Conditioning,Parking,Elevator",31500
107,2,3,Algiers,Zeralda,Apartment,3,1,0,daily,"Garden,Wifi,Heating,Security 24/7,Elevator",13200
379,4,2,Oran,Akid Lotfi,Villa,0,0,1,monthly,"Pool,Elevator,Security 24/7",284000
37,1,1,Oran,Akid Lotfi,Studio,2,1,1,daily,"Heating,Garden",2500
159,4,3,M'Sila,Boussaada,Apartment,5,0,0,daily,"Garden,Air Conditioning,Elevator",2700
62,2,2,Algiers,El Biar,Apartment,8,0,1,monthly,"Pool,Elevator",56500
120,4,2,Constantine,El Khroub,Apartment,4,0,0,monthly,Wifi,66000
121,5,2,M'Sila,Magra,Apartment,1,0,1,monthly,"Air Conditioning,Heating,Elevator",49000
358,7,1,Oran,Bir El Djir,Villa,0,0,0,monthly,"Parking,Wifi,Heating,Security 24/7,Elevator",288500
97,2,3,Oran,Bir El Djir,Apartment,9,0,0,monthly,"Heating,Wifi,Garden,Security 24/7",55000
240,4,3,M'Sila,Boussaada,Villa,0,0,0,monthly,"Pool,Heating",109000
315,6,1,Setif,Ain Arnat,Villa,0,0,1,monthly,"Parking,Air Conditioning,Garden,Security 24/7",197000
96,4,1,Oran,Oran City,Apartment,7,0,1,monthly,"Pool,Wifi,Elevator",75500
100,5,1,Algiers,Hydra,Apartment,6,1,1,daily,"Parking,Wifi,Elevator",14100
147,4,3,Oran,Bir El Djir,Apartment,7,1,1,daily,"Garden,Heating,Security 24/7,Air Conditioning,Elevator",11800
151,5,1,Setif,Ain Arnat,Apartment,6,0,0,monthly,"Air Conditioning,Pool,Garden,Elevator",70500
96,3,3,Algiers,Zeralda,Apartment,4,0,0,monthly,"Pool,Parking,Heating",82000
130,4,2,Oran,Es Senia,Apartment,4,0,0,monthly,"Wifi,Elevator",86000
63,2,3,Constantine,Ali Mendjeli,Apartment,7,0,1,monthly,"Pool,Heating,Elevator,Security 24/7,Air Conditioning,Garden",39500
101,2,1,Constantine,Constantine City,Apartment,0,0,1,monthly,"Parking,Wifi,Elevator,Security 24/7,Air Conditioning,Garden",55000
81,3,3,M'Sila,Magra,Apartment,6,1,0,monthly,"Pool,Parking,Heating,Security 24/7,Garden",44000
63,3,2,Constantine,El Khroub,Apartment,0,0,1,monthly,"Parking,Wifi,Heating,Security 24/7,Elevator",45500
138,3,3,Oran,Akid Lotfi,Apartment,2,0,0,monthly,"Wifi,Elevator",93500
52,1,1,Constantine,El Khroub,Studio,1,0,0,monthly,"Heating,Air Conditioning,Wifi,Security 24/7",23000
97,5,2,M'Sila,Boussaada,Apartment,6,1,0,daily,"Parking,Wifi",5200
88,2,3,M'Sila,M'Sila City,Apartment,1,1,0,monthly,Heating,49000
78,5,2,Oran,Es Senia,Apartment,4,0,0,monthly,Heating,68500
43,1,3,Constantine,Constantine City,Studio,1,0,0,monthly,"Wifi,Pool,Garden",15500
162,5,2,Setif,Setif City,Apartment,2,0,1,monthly,"Pool,Garden,Elevator",87500
119,2,2,Setif,Ain Arnat,Apartment,7,0,0,monthly,"Heating,Elevator",48500
76,5,3,Oran,Es Senia,Apartment,2,1,0,monthly,"Parking,Wifi,Heating,Security 24/7,Garden",114500
42,1,1,M'Sila,Magra,Studio,3,1,0,monthly,"Heating,Air Conditioning,Wifi,Security 24/7",21000
100,5,3,Oran,Akid Lotfi,Apartment,5,1,1,monthly,"Pool,Parking,Heating,Elevator,Garden",129500
139,3,3,M'Sila,Magra,Apartment,0,0,1,daily,"Wifi,Air Conditioning,Heating,Elevator",3400
66,3,2,Algiers,Hydra,Apartment,8,1,1,monthly,Elevator,109500
62,3,2,Algiers,Zeralda,Apartment,8,0,0,monthly,"Wifi,Heating,Security 24/7,Air Conditioning,Elevator",62000
151,3,3,M'Sila,M'Sila City,Apartment,2,0,1,monthly,"Pool,Garden,Heating,Security 24/7,Elevator",48500
103,4,1,M'Sila,Magra,Apartment,6,1,1,monthly,"Pool,Parking,Heating,Elevator,Garden",60500
92,3,1,Algiers,Sidi M'Hamed,Apartment,4,0,0,monthly,"Pool,Parking,Garden,Security 24/7",79500
312,5,1,Setif,El Eulma,Villa,0,1,1,daily,"Pool,Wifi",35000
136,2,1,Constantine,Ali Mendjeli,Apartment,7,0,1,monthly,Elevator,73000
306,8,3,Setif,Setif City,Villa,0,1,1,monthly,"Garden,Parking,Wifi,Security 24/7",304500
380,7,1,Algiers,El Biar,Villa,0,1,0,monthly,"Pool,Heating",593500
95,2,2,Setif,El Eulma,Apartment,2,1,1,monthly,"Garden,Elevator",72500
100,3,3,M'Sila,M'Sila City,Apartment,4,0,0,monthly,Elevator,36000
120,3,2,Oran,Bir El Djir,Apartment,9,0,1,monthly,"Air Conditioning,Elevator",82500
134,3,2,M'Sila,Magra,Apartment,3,0,0,monthly,"Wifi,Pool,Garden,Security 24/7",48000
127,3,1,Algiers,El Biar,Apartment,2,1,0,daily,"Heating,Pool,Garden",19800
99,5,2,M'Sila,M'Sila City,Apartment,3,0,0,monthly,"Garden,Parking,Heating,Security 24/7",46500
40,1,1,M'Sila,M'Sila City,Studio,3,0,1,monthly,"Pool,Heating",15000
146,2,1,Setif,Ain Arnat,Apartment,1,0,1,monthly,"Pool,Parking,Heating,Security 24/7,Elevator",63500
30,1,1,Constantine,Constantine City,Studio,1,0,0,monthly,"Pool,Wifi,Heating,Security 24/7,Air Conditioning",15000
41,1,2,Oran,Akid Lotfi,Studio,1,0,0,monthly,"Pool,Security 24/7",20500
111,3,3,Oran,Akid Lotfi,Apartment,1,1,1,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Elevator",115000
163,5,3,M'Sila,Boussaada,Apartment,4,0,0,monthly,"Wifi,Pool,Heating,Elevator",55500
160,4,3,Setif,El Eulma,Apartment,9,1,1,monthly,"Elevator,Parking,Heating,Security 24/7",126500
317,6,1,Oran,Oran City,Villa,0,0,0,daily,"Garden,Pool,Heating",31900
157,4,2,Algiers,Bab Ezzouar,Apartment,6,0,1,monthly,"Pool,Parking,Wifi,Security 24/7,Elevator",143000
69,3,3,M'Sila,Boussaada,Apartment,8,0,1,monthly,"Air Conditioning,Wifi,Elevator",31500
136,5,1,Constantine,Constantine City,Apartment,8,0,1,monthly,"Wifi,Air Conditioning,Garden,Elevator",88500
118,4,1,Setif,Setif City,Apartment,7,0,0,monthly,Garden,58000
64,5,1,Setif,Setif City,Apartment,9,1,0,monthly,"Parking,Heating,Air Conditioning,Garden",67000
157,2,3,Setif,El Eulma,Apartment,7,0,1,monthly,"Heating,Pool,Garden,Elevator",71500
113,3,1,Setif,El Eulma,Apartment,6,0,0,daily,"Parking,Wifi,Elevator,Security 24/7,Garden",4200
96,3,2,Oran,Bir El Djir,Apartment,5,0,0,daily,"Parking,Air Conditioning,Heating,Elevator",5800
334,7,3,M'Sila,Magra,Villa,0,0,1,monthly,Air Conditioning,145500
85,4,3,Oran,Akid Lotfi,Apartment,5,1,1,monthly,"Air Conditioning,Pool,Wifi,Elevator",109500
66,4,3,M'Sila,Boussaada,Apartment,1,0,1,monthly,"Pool,Wifi,Heating,Elevator,Air Conditioning,Garden",30000
84,5,1,M'Sila,Magra,Apartment,8,0,0,daily,"Parking,Heating,Security 24/7,Air Conditioning,Elevator",2800
84,4,2,M'Sila,Magra,Apartment,0,1,0,monthly,Elevator,58000
80,4,2,Constantine,El Khroub,Apartment,9,0,1,monthly,"Parking,Elevator,Security 24/7",59000
158,2,3,Oran,Oran City,Apartment,8,1,0,monthly,"Air Conditioning,Heating,Elevator",124000
107,3,1,Algiers,Zeralda,Apartment,2,1,0,monthly,"Pool,Air Conditioning,Elevator",148500
68,3,3,Algiers,Zeralda,Apartment,8,0,0,monthly,"Pool,Parking,Wifi,Security 24/7,Elevator",66000
465,4,1,Oran,Es Senia,Villa,0,0,1,monthly,"Parking,Garden,Pool,Wifi",323500
70,2,1,Setif,Ain Arnat,Apartment,2,0,0,monthly,"Wifi,Parking,Heating",39500
105,4,3,Constantine,Ali Mendjeli,Apartment,5,1,1,monthly,"Garden,Elevator",100000
46,1,1,M'Sila,M'Sila City,Studio,1,1,0,monthly,"Pool,Wifi,Heating,Security 24/7,Air Conditioning",21500
125,5,3,Setif,El Eulma,Apartment,2,0,0,monthly,Heating,77000
95,3,1,Setif,Ain Arnat,Apartment,4,1,1,monthly,"Garden,Elevator",81500
82,5,1,Setif,Setif City,Apartment,9,0,1,monthly,"Parking,Air Conditioning,Elevator,Security 24/7",60500
157,5,1,Oran,Oran City,Apartment,3,0,0,monthly,Parking,117500
74,4,3,Constantine,Constantine City,Apartment,0,0,0,daily,"Wifi,Heating",5900
80,5,1,M'Sila,M'Sila City,Apartment,1,0,0,monthly,"Parking,Elevator,Security 24/7",42500
136,3,2,Constantine,El Khroub,Apartment,9,0,1,monthly,"Pool,Wifi,Security 24/7,Air Conditioning,Elevator",77500
43,1,2,Constantine,El Khroub,Studio,1,0,1,daily,"Heating,Elevator",1500
79,2,3,Constantine,Ali Mendjeli,Apartment,2,1,0,daily,"Wifi,Pool,Garden,Elevator",6700
38,1,3,Algiers,Sidi M'Hamed,Studio,2,1,0,monthly,Parking,44500
158,2,2,Setif,El Eulma,Apartment,6,1,0,daily,Security 24/7,8600
61,5,1,Constantine,El Khroub,Apartment,2,1,1,monthly,"Parking,Pool,Elevator,Security 24/7",82500
164,2,1,Oran,Oran City,Apartment,3,1,0,monthly,"Pool,Garden,Security 24/7",148500
106,5,3,Constantine,Ali Mendjeli,Apartment,1,1,1,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Elevator",118000
149,4,1,Setif,Ain Arnat,Apartment,7,0,0,monthly,Elevator,73000
101,3,2,Oran,Bir El Djir,Apartment,3,0,1,monthly,"Heating,Parking,Garden,Elevator",71500
164,3,2,Setif,El Eulma,Apartment,3,0,1,monthly,"Air Conditioning,Wifi,Elevator",80000
94,4,3,M'Sila,M'Sila City,Apartment,7,1,1,monthly,"Garden,Heating,Elevator,Security 24/7",65000
131,5,3,Constantine,El Khroub,Apartment,8,0,0,monthly,Air Conditioning,74000
71,4,3,Constantine,Ali Mendjeli,Apartment,3,0,1,daily,"Parking,Elevator,Security 24/7",6200
70,3,1,Setif,El Eulma,Apartment,4,1,1,monthly,"Air Conditioning,Parking,Elevator",67000
458,8,3,Algiers,Hydra,Villa,0,0,1,monthly,"Parking,Wifi",453000
40,1,1,M'Sila,Magra,Studio,1,1,0,monthly,Security 24/7,17500
221,4,3,Setif,Ain Arnat,Villa,0,1,1,daily,"Parking,Air Conditioning,Heating,Security 24/7",20500
162,4,2,Setif,El Eulma,Apartment,6,0,1,monthly,"Pool,Air Conditioning,Elevator",87000
81,3,3,M'Sila,Boussaada,Apartment,2,0,1,monthly,"Garden,Parking,Heating,Security 24/7,Elevator",32000
117,3,1,Constantine,Constantine City,Apartment,5,1,1,daily,"Parking,Heating,Security 24/7,Air Conditioning,Elevator",7700
32,1,2,Constantine,El Khroub,Studio,4,0,1,monthly,"Pool,Garden",15000
128,3,3,Constantine,El Khroub,Apartment,6,0,1,monthly,"Air Conditioning,Garden,Elevator",71000
110,2,3,Constantine,El Khroub,Apartment,8,0,1,daily,"Pool,Elevator,Security 24/7",4800
90,2,1,M'Sila,Magra,Apartment,8,1,1,monthly,"Elevator,Security 24/7",52000
75,3,3,M'Sila,M'Sila City,Apartment,5,1,0,daily,Pool,3800
114,4,3,Algiers,Hydra,Apartment,1,0,0,monthly,Elevator,113500
78,4,3,Algiers,Bab Ezzouar,Apartment,9,1,0,monthly,Pool,120500
160,3,2,Constantine,Ali Mendjeli,Apartment,8,1,1,monthly,"Heating,Air Conditioning,Garden,Elevator",128500
44,1,2,Constantine,El Khroub,Studio,1,1,1,monthly,"Wifi,Air Conditioning,Pool,Heating",29000
62,5,3,M'Sila,Boussaada,Apartment,2,0,1,daily,"Wifi,Pool,Elevator",2400
164,5,3,Oran,Es Senia,Apartment,9,0,1,monthly,"Wifi,Elevator",119500
141,2,2,Constantine,Ali Mendjeli,Apartment,9,1,0,monthly,"Pool,Heating,Elevator,Wifi,Garden",98500
117,5,2,Setif,El Eulma,Apartment,1,1,0,monthly,"Pool,Parking,Wifi,Heating,Security 24/7",115500
51,1,2,M'Sila,Boussaada,Studio,1,1,0,monthly,Pool,23500
112,2,2,Algiers,Sidi M'Hamed,Apartment,4,1,1,monthly,"Parking,Elevator,Security 24/7",141000
256,4,2,M'Sila,M'Sila City,Villa,0,0,0,monthly,"Heating,Wifi,Security 24/7,Elevator,Garden",117000
105,4,2,M'Sila,Magra,Apartment,8,1,0,daily,Elevator,4400
82,3,1,Algiers,Zeralda,Apartment,5,0,1,monthly,"Garden,Parking,Heating,Elevator",84500
137,4,3,Setif,Setif City,Apartment,8,1,0,monthly,"Heating,Elevator,Security 24/7",94000
80,3,3,Oran,Es Senia,Apartment,0,0,1,monthly,"Heating,Elevator",61000
61,3,3,Algiers,Hydra,Apartment,4,1,0,monthly,"Heating,Pool,Garden,Elevator",91000
146,2,3,M'Sila,M'Sila City,Apartment,8,0,1,monthly,"Air Conditioning,Elevator",50000
154,5,1,M'Sila,M'Sila City,Apartment,7,1,0,monthly,"Heating,Pool,Garden",77000
66,4,1,Constantine,Ali Mendjeli,Apartment,1,1,1,daily,"Garden,Elevator",7200
147,5,1,Algiers,Bab Ezzouar,Apartment,4,0,1,monthly,"Pool,Parking,Wifi,Elevator,Garden",145000
117,3,3,Algiers,Bab Ezzouar,Apartment,6,1,1,monthly,"Parking,Pool,Elevator,Wifi",161000
78,4,1,Algiers,Zeralda,Apartment,8,1,0,monthly,"Garden,Heating,Security 24/7,Air Conditioning,Elevator",120000
132,5,2,Oran,Akid Lotfi,Apartment,9,1,0,monthly,"Parking,Air Conditioning,Elevator",135000
108,2,1,Setif,El Eulma,Apartment,2,1,0,daily,Parking,6100
127,3,3,M'Sila,M'Sila City,Apartment,6,0,0,daily,Elevator,1800
457,4,1,M'Sila,Boussaada,Villa,0,0,1,monthly,Wifi,168000
52,1,1,M'Sila,M'Sila City,Studio,2,0,0,monthly,"Parking,Wifi,Security 24/7,Air Conditioning,Garden",15000
113,4,2,Constantine,Ali Mendjeli,Apartment,2,0,0,daily,"Pool,Wifi,Heating,Air Conditioning,Garden",4400
136,4,2,Oran,Bir El Djir,Apartment,9,0,0,monthly,"Air Conditioning,Pool,Garden,Elevator",80500
450,6,1,Constantine,El Khroub,Villa,0,1,0,monthly,Garden,415500
99,3,3,Constantine,Constantine City,Apartment,3,0,0,monthly,"Wifi,Pool,Heating,Security 24/7",56500
85,3,3,Setif,El Eulma,Apartment,3,1,0,monthly,Elevator,76500
120,2,3,Oran,Akid Lotfi,Apartment,2,0,0,daily,"Parking,Heating,Security 24/7,Air Conditioning,Garden",5000
129,4,3,Setif,El Eulma,Apartment,1,1,1,monthly,"Pool,Heating,Security 24/7,Air Conditioning,Elevator",108000
143,5,1,Algiers,Hydra,Apartment,5,1,1,monthly,"Pool,Wifi,Heating,Security 24/7,Elevator,Garden",210500
358,4,1,M'Sila,Boussaada,Villa,0,0,1,daily,"Parking,Garden",13400
106,2,1,Oran,Bir El Djir,Apartment,8,1,1,monthly,"Air Conditioning,Elevator",101500
130,2,3,Constantine,Ali Mendjeli,Apartment,7,1,1,daily,"Air Conditioning,Wifi,Elevator",5900
87,3,1,Algiers,Bab Ezzouar,Apartment,6,0,1,monthly,"Pool,Heating,Security 24/7,Air Conditioning,Elevator",86500
145,5,3,Algiers,Sidi M'Hamed,Apartment,3,0,0,daily,"Air Conditioning,Parking",10600
130,5,2,Oran,Oran City,Apartment,2,0,0,daily,Pool,11200
29,1,3,Constantine,Ali Mendjeli,Studio,3,0,0,monthly,"Air Conditioning,Pool,Parking,Elevator",20000
70,5,1,Algiers,Sidi M'Hamed,Apartment,0,0,0,monthly,"Pool,Parking,Heating,Wifi,Air Conditioning",97000
39,1,1,Setif,El Eulma,Studio,1,1,1,daily,Security 24/7,2300
101,4,2,Algiers,El Biar,Apartment,6,1,1,daily,"Wifi,Heating,Elevator",16400
476,4,1,Constantine,Constantine City,Villa,0,1,1,daily,"Parking,Elevator",31200
160,4,1,Oran,Oran City,Apartment,3,0,1,daily,"Garden,Parking,Heating,Security 24/7,Elevator",7600
163,5,2,Setif,Setif City,Apartment,8,1,1,monthly,"Air Conditioning,Elevator",130500
80,3,3,Setif,Setif City,Apartment,3,0,0,monthly,"Air Conditioning,Parking",45500
344,4,3,Setif,Setif City,Villa,0,0,0,daily,"Wifi,Security 24/7",21700
123,2,1,Oran,Akid Lotfi,Apartment,5,1,0,daily,"Pool,Wifi,Heating,Air Conditioning,Elevator",8600
32,1,1,Constantine,Constantine City,Studio,2,1,0,monthly,"Air Conditioning,Security 24/7",26000
70,4,2,Oran,Bir El Djir,Apartment,0,0,0,monthly,"Wifi,Security 24/7",61500
87,5,1,Setif,Setif City,Apartment,8,0,0,monthly,"Parking,Heating,Elevator,Air Conditioning,Garden",53500
239,4,1,Constantine,El Khroub,Villa,0,0,0,monthly,"Garden,Pool,Wifi",174500
95,4,3,Setif,Setif City,Apartment,1,1,1,monthly,"Wifi,Heating,Garden,Elevator",85500
68,5,3,Algiers,El Biar,Apartment,8,1,0,monthly,"Heating,Parking,Elevator",124500
105,5,2,Algiers,Bab Ezzouar,Apartment,1,0,1,monthly,"Heating,Elevator",117000
111,2,3,Oran,Oran City,Apartment,3,1,0,monthly,"Pool,Wifi,Security 24/7",105500
87,4,3,Constantine,Constantine City,Apartment,6,0,0,monthly,"Heating,Air Conditioning,Wifi,Security 24/7",55500
164,4,2,Constantine,El Khroub,Apartment,6,0,0,monthly,"Garden,Wifi,Heating,Security 24/7,Elevator",86500
163,5,2,M'Sila,Magra,Apartment,9,1,0,daily,Elevator,4600
139,2,3,M'Sila,Boussaada,Apartment,1,0,0,monthly,Parking,46500
127,3,1,Oran,Akid Lotfi,Apartment,3,0,0,monthly,Parking,88000
38,1,3,M'Sila,Boussaada,Studio,1,1,0,monthly,"Parking,Air Conditioning,Wifi,Security 24/7",22000
156,2,2,Setif,Setif City,Apartment,4,1,1,monthly,"Elevator,Parking,Wifi,Security 24/7",104000
36,1,1,Setif,El Eulma,Studio,3,1,0,monthly,"Parking,Air Conditioning,Garden,Wifi",22000
70,5,2,Algiers,Hydra,Apartment,3,0,1,daily,"Parking,Heating,Elevator",7800
30,1,1,Algiers,El Biar,Studio,4,0,1,monthly,"Parking,Elevator,Security 24/7,Air Conditioning,Garden",26000
77,3,2,Algiers,Bab Ezzouar,Apartment,7,1,1,monthly,"Pool,Air Conditioning,Garden,Elevator",125000
103,3,2,Oran,Oran City,Apartment,4,0,1,monthly,"Parking,Wifi,Elevator,Security 24/7,Garden",71500
79,3,1,Oran,Bir El Djir,Apartment,9,1,1,daily,"Heating,Air Conditioning,Garden,Elevator",6200
159,3,1,Algiers,Zeralda,Apartment,6,0,1,monthly,"Pool,Parking,Wifi,Air Conditioning,Elevator",135500
76,4,2,Oran,Akid Lotfi,Apartment,6,1,1,monthly,"Elevator,Pool,Garden,Security 24/7",99500
144,2,1,Setif,Setif City,Apartment,2,1,0,monthly,"Heating,Air Conditioning,Garden",98500
146,4,3,M'Sila,Magra,Apartment,0,0,1,monthly,"Pool,Elevator",56500
75,4,2,M'Sila,M'Sila City,Apartment,6,1,1,daily,"Pool,Parking,Elevator,Air Conditioning,Garden",3300
125,4,3,Oran,Akid Lotfi,Apartment,7,0,0,daily,"Air Conditioning,Parking,Security 24/7",5400
63,2,2,Constantine,Constantine City,Apartment,4,0,1,daily,"Pool,Parking,Heating,Wifi,Elevator,Garden",2800
80,3,2,M'Sila,Boussaada,Apartment,0,1,0,monthly,"Parking,Pool,Garden,Security 24/7",50500
40,1,3,Setif,Setif City,Studio,0,1,0,monthly,"Parking,Elevator,Security 24/7,Air Conditioning,Garden",22500
74,4,3,Oran,Es Senia,Apartment,9,0,0,monthly,"Pool,Parking,Elevator,Security 24/7",56500
91,2,1,M'Sila,Boussaada,Apartment,5,0,1,monthly,"Pool,Parking,Heating,Elevator",32500
80,2,1,Constantine,Constantine City,Apartment,1,0,0,daily,"Pool,Heating,Security 24/7",2400
98,2,3,Setif,Setif City,Apartment,6,0,1,monthly,"Air Conditioning,Elevator,Security 24/7",49500
91,5,2,Oran,Bir El Djir,Apartment,2,0,0,monthly,Wifi,84000
95,4,2,Setif,Ain Arnat,Apartment,7,0,0,daily,"Wifi,Air Conditioning,Pool,Heating",4100
81,2,2,M'Sila,Magra,Apartment,1,1,1,monthly,"Air Conditioning,Pool,Heating,Elevator",41500
149,3,3,Oran,Oran City,Apartment,1,1,1,monthly,"Parking,Heating,Elevator,Security 24/7,Garden",147500
119,3,2,Setif,Setif City,Apartment,2,0,0,monthly,Pool,56500
149,5,2,Algiers,Hydra,Apartment,9,0,0,monthly,Heating,127000
161,2,1,Algiers,Bab Ezzouar,Apartment,9,0,1,monthly,"Garden,Parking,Wifi,Security 24/7,Elevator",128000
426,7,1,Oran,Akid Lotfi,Villa,0,1,1,monthly,"Elevator,Security 24/7",488000
122,5,2,Setif,El Eulma,Apartment,3,0,0,monthly,"Air Conditioning,Pool,Wifi,Elevator",72500
85,5,3,M'Sila,Boussaada,Apartment,0,0,1,monthly,"Air Conditioning,Elevator",43000
28,1,1,Constantine,Constantine City,Studio,4,0,1,monthly,"Garden,Pool,Elevator",15000
100,2,1,Setif,El Eulma,Apartment,7,0,1,daily,"Pool,Parking,Security 24/7,Air Conditioning,Elevator",4000
81,2,1,Setif,El Eulma,Apartment,3,1,0,daily,"Parking,Wifi",4900
123,2,3,Oran,Es Senia,Apartment,5,0,0,monthly,Air Conditioning,66000
96,5,2,Setif,Setif City,Apartment,6,0,1,monthly,Elevator,61000
72,2,1,Setif,El Eulma,Apartment,4,1,1,monthly,"Parking,Heating,Elevator,Air Conditioning,Garden",59500
154,3,3,M'Sila,Magra,Apartment,0,0,0,daily,"Wifi,Garden,Parking,Elevator",3300
93,2,3,Constantine,Ali Mendjeli,Apartment,8,0,1,monthly,"Security 24/7,Wifi,Elevator,Heating,Garden",51000
31,1,1,Oran,Oran City,Studio,1,0,1,monthly,"Pool,Garden,Wifi,Security 24/7,Elevator",22500
49,1,3,M'Sila,M'Sila City,Studio,1,0,1,monthly,"Air Conditioning,Pool,Parking,Garden",15000
71,3,3,Constantine,El Khroub,Apartment,4,0,1,monthly,"Pool,Heating,Wifi,Security 24/7,Air Conditioning,Elevator",53000
80,4,1,M'Sila,Boussaada,Apartment,7,1,1,monthly,"Pool,Elevator,Security 24/7,Air Conditioning,Garden",55000
112,5,3,M'Sila,Magra,Apartment,0,1,0,monthly,"Heating,Pool,Air Conditioning,Garden",76000
102,4,1,Algiers,Hydra,Apartment,6,0,0,monthly,"Pool,Elevator",95500
77,5,1,Setif,Ain Arnat,Apartment,8,0,1,monthly,"Air Conditioning,Elevator",58500
47,1,3,Algiers,Sidi M'Hamed,Studio,4,1,0,monthly,Security 24/7,45000
46,1,2,M'Sila,M'Sila City,Studio,4,1,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Garden",21500
88,5,1,Oran,Bir El Djir,Apartment,3,0,1,daily,"Garden,Elevator",7300
96,2,1,Oran,Akid Lotfi,Apartment,9,1,1,monthly,"Elevator,Wifi,Security 24/7",97000
85,4,3,Oran,Akid Lotfi,Apartment,9,1,1,monthly,"Elevator,Air Conditioning,Heating,Security 24/7",105500
94,4,1,Constantine,El Khroub,Apartment,9,0,0,monthly,"Air Conditioning,Heating,Pool,Wifi",61000
128,2,3,Setif,Setif City,Apartment,3,1,0,daily,"Wifi,Heating,Security 24/7,Air Conditioning,Garden",6500
349,4,3,Constantine,Ali Mendjeli,Villa,0,1,0,monthly,Heating,333500
31,1,1,M'Sila,Boussaada,Studio,1,1,0,daily,"Pool,Parking,Wifi,Security 24/7,Elevator",1800
52,1,1,M'Sila,Boussaada,Studio,1,1,0,monthly,"Wifi,Heating,Garden",22000
129,3,1,M'Sila,Boussaada,Apartment,0,0,1,monthly,"Elevator,Air Conditioning,Wifi,Security 24/7",49500
39,1,1,Oran,Bir El Djir,Studio,2,0,0,monthly,"Pool,Heating,Security 24/7",25500
134,2,3,M'Sila,Boussaada,Apartment,0,0,1,monthly,"Parking,Heating,Elevator",37500
53,1,1,Algiers,Hydra,Studio,3,0,1,daily,"Parking,Air Conditioning,Garden",6100
139,5,1,Constantine,Ali Mendjeli,Apartment,1,1,1,daily,"Garden,Elevator",13400
138,5,3,Setif,El Eulma,Apartment,2,0,0,monthly,"Parking,Pool",79500
155,4,2,Oran,Oran City,Apartment,2,1,1,monthly,"Parking,Elevator,Security 24/7",163000
144,2,3,M'Sila,Magra,Apartment,0,0,1,monthly,"Air Conditioning,Pool,Garden,Elevator",46000
135,3,1,Oran,Es Senia,Apartment,9,1,0,monthly,"Pool,Parking,Wifi,Air Conditioning,Garden",120500
144,4,1,Oran,Akid Lotfi,Apartment,0,0,1,monthly,"Parking,Wifi,Heating,Elevator,Garden",102500
83,2,2,Constantine,Constantine City,Apartment,9,0,0,daily,Wifi,4600
145,5,1,Constantine,El Khroub,Apartment,4,0,0,monthly,"Pool,Wifi,Heating,Air Conditioning,Garden",77500
76,5,1,Oran,Akid Lotfi,Apartment,8,0,0,monthly,"Parking,Air Conditioning,Wifi",61500
141,3,1,Algiers,Sidi M'Hamed,Apartment,6,1,1,daily,"Pool,Wifi,Elevator,Air Conditioning,Garden",16200
91,2,2,Setif,El Eulma,Apartment,7,0,0,monthly,Pool,38500
139,2,1,Algiers,Sidi M'Hamed,Apartment,3,1,1,monthly,"Pool,Parking,Wifi,Security 24/7,Air Conditioning,Elevator",171500
147,2,3,Algiers,Sidi M'Hamed,Apartment,8,0,0,daily,"Wifi,Heating,Pool,Elevator",8100
142,5,2,Algiers,Zeralda,Apartment,2,1,1,monthly,"Wifi,Elevator",215000
44,1,3,Setif,Ain Arnat,Studio,4,1,1,monthly,"Garden,Elevator,Security 24/7",28500
39,1,3,Oran,Es Senia,Studio,2,1,0,monthly,"Parking,Garden,Air Conditioning,Wifi",32000
92,2,3,Setif,El Eulma,Apartment,5,0,1,monthly,"Air Conditioning,Heating,Elevator",42500
136,3,1,Oran,Es Senia,Apartment,0,1,0,daily,"Pool,Garden",12000
75,5,2,Algiers,Zeralda,Apartment,6,0,0,daily,"Air Conditioning,Heating",8100
111,5,1,Constantine,Ali Mendjeli,Apartment,8,1,0,monthly,"Wifi,Parking,Garden",99500
78,3,2,Algiers,El Biar,Apartment,2,0,0,monthly,"Parking,Air Conditioning,Heating",80000
125,2,1,Setif,Ain Arnat,Apartment,6,1,1,monthly,"Wifi,Garden,Elevator",87000
91,4,2,Algiers,Sidi M'Hamed,Apartment,2,1,0,monthly,"Pool,Garden,Parking,Security 24/7,Elevator",148500
36,1,1,M'Sila,M'Sila City,Studio,0,1,1,monthly,Pool,18000
66,2,3,Algiers,Sidi M'Hamed,Apartment,4,1,1,daily,"Heating,Wifi,Garden,Elevator",8900
151,5,1,M'Sila,Magra,Apartment,5,0,1,monthly,"Parking,Wifi,Elevator,Security 24/7,Air Conditioning,Garden",57000
46,1,2,Constantine,El Khroub,Studio,0,0,1,monthly,Wifi,26500
481,6,1,Algiers,Bab Ezzouar,Villa,0,1,0,monthly,"Pool,Wifi,Heating,Elevator,Garden",678500
